"Date","Time","Battery(%)","Note"
"03/12/2019","15:57:40","69","screen on, charge off"
"03/12/2019","15:57:51","69","screen off, charge off"
"03/12/2019","15:57:51","69","screen on, charge off"
"03/12/2019","15:58:03","69","screen off, charge off"
"03/12/2019","15:59:03","69","screen on, charge off"
"03/12/2019","15:59:33","68","level changed, screen on, charge off"
"03/12/2019","16:01:59","68","screen off, charge off"
"03/12/2019","16:10:55","67","level changed, screen off, charge off"
"03/12/2019","16:39:52","67","screen on, charge off"
"03/12/2019","16:40:22","66","level changed, screen on, charge off"
"03/12/2019","16:40:35","66","screen off, charge off"
"03/12/2019","16:41:32","66","screen on, charge off"
"03/12/2019","16:44:40","66","screen off, charge off"
"03/12/2019","16:46:07","65","level changed, screen off, charge off"
"03/12/2019","16:59:35","65","screen on, charge off"
"03/12/2019","16:59:47","65","screen off, charge off"
"03/12/2019","17:05:36","65","screen on, charge off"
"03/12/2019","17:05:46","65","screen off, charge off"
"03/12/2019","17:18:12","65","screen on, charge off"
"03/12/2019","17:18:16","65","screen off, charge off"
"03/12/2019","17:27:05","65","screen on, charge off"
"03/12/2019","17:27:39","65","screen off, charge off"
"03/12/2019","17:27:41","65","screen on, charge off"
"03/12/2019","17:27:47","65","screen off, charge off"
"03/12/2019","17:27:49","65","screen on, charge off"
"03/12/2019","17:28:09","65","screen off, charge off"
"03/12/2019","18:05:53","65","screen on, charge off"
"03/12/2019","18:07:12","65","screen off, charge off"
"03/12/2019","18:07:25","65","screen on, charge off"
"03/12/2019","18:07:27","65","screen off, charge off"
"03/12/2019","18:07:40","65","screen on, charge off"
"03/12/2019","18:09:10","64","level changed, screen on, charge off"
"03/12/2019","18:09:26","64","screen off, charge off"
"03/12/2019","18:18:14","64","screen on, charge off"
"03/12/2019","18:19:39","64","screen off, charge off"
"03/12/2019","18:20:23","63","level changed, screen off, charge off"
"03/12/2019","18:28:29","63","screen on, charge off"
"03/12/2019","18:28:39","63","screen off, charge off"
"03/12/2019","19:27:29","63","screen on, charge off"
"03/12/2019","19:27:41","63","screen off, charge off"
"03/12/2019","19:27:52","63","screen on, charge off"
"03/12/2019","19:28:10","62","level changed, screen on, charge off"
"03/12/2019","19:29:24","62","screen off, charge off"
"03/12/2019","19:29:57","62","screen on, charge off"
"03/12/2019","19:31:03","62","screen off, charge off"
"03/12/2019","19:34:05","62","screen on, charge off"
"03/12/2019","19:34:48","62","screen off, charge off"
"03/12/2019","19:35:27","61","level changed, screen off, charge off"
"03/12/2019","19:43:34","61","screen on, charge off"
"03/12/2019","19:44:43","61","screen off, charge off"
"03/12/2019","19:44:48","60","level changed, screen off, charge off"
"03/12/2019","19:50:43","60","screen on, charge off"
"03/12/2019","19:50:55","60","screen off, charge off"
"03/12/2019","19:51:49","58","level changed, screen off, charge off"
"03/12/2019","19:55:27","58","screen on, charge off"
"03/12/2019","19:56:07","58","screen off, charge off"
"03/12/2019","19:59:13","58","screen on, charge off"
"03/12/2019","20:00:01","58","screen off, charge off"
"03/12/2019","20:00:36","58","screen on, charge off"
"03/12/2019","20:00:43","58","level changed, screen off, charge off"
"03/12/2019","20:15:05","58","screen on, charge off"
"03/12/2019","20:15:35","58","screen off, charge off"
"03/12/2019","20:15:35","57","level changed, screen off, charge off"
"03/12/2019","20:33:03","57","screen on, charge off"
"03/12/2019","20:34:00","56","level changed, screen on, charge off"
"03/12/2019","20:34:12","56","screen off, charge off"
"03/12/2019","20:34:16","56","screen on, charge off"
"03/12/2019","20:34:28","56","screen off, charge off"
"03/12/2019","20:34:46","56","screen on, charge off"
"03/12/2019","20:35:15","56","screen off, charge off"
"03/12/2019","20:36:47","56","screen on, charge off"
"03/12/2019","20:37:09","56","screen off, charge off"
"03/12/2019","20:39:08","56","screen on, charge off"
"03/12/2019","20:39:20","56","screen off, charge off"
"03/12/2019","20:40:42","56","screen on, charge off"
"03/12/2019","20:41:16","56","screen off, charge off"
"03/12/2019","20:43:03","56","screen on, charge off"
"03/12/2019","20:43:28","55","level changed, screen off, charge off"
"03/12/2019","20:43:58","55","screen on, charge off"
"03/12/2019","20:44:01","55","screen off, charge off"
"03/12/2019","20:44:36","55","screen on, charge off"
"03/12/2019","20:44:43","55","screen off, charge off"
"03/12/2019","20:48:32","55","screen on, charge off"
"03/12/2019","20:48:56","55","screen off, charge off"
"03/12/2019","20:52:47","55","screen on, charge off"
"03/12/2019","20:52:56","55","screen off, charge off"
"03/12/2019","20:53:13","55","screen on, charge off"
"03/12/2019","20:53:25","55","screen off, charge off"
"03/12/2019","20:55:47","55","screen on, charge off"
"03/12/2019","20:56:10","55","screen off, charge off"
"03/12/2019","20:57:18","55","screen on, charge off"
"03/12/2019","20:57:48","54","level changed, screen on, charge off"
"03/12/2019","20:58:15","54","screen off, charge off"
"03/12/2019","20:58:31","54","screen on, charge off"
"03/12/2019","20:58:53","54","screen off, charge off"
"03/12/2019","21:03:08","54","screen on, charge off"
"03/12/2019","21:04:14","54","screen off, charge off"
"03/12/2019","21:05:12","54","screen on, charge off"
"03/12/2019","21:05:16","54","screen off, charge off"
"03/12/2019","21:09:14","54","screen on, charge off"
"03/12/2019","21:09:29","54","screen off, charge off"
"03/12/2019","21:12:11","54","screen on, charge off"
"03/12/2019","21:12:20","54","screen off, charge off"
"03/12/2019","21:13:59","54","screen on, charge off"
"03/12/2019","21:14:02","54","screen off, charge off"
"03/12/2019","21:15:29","54","screen on, charge off"
"03/12/2019","21:15:32","54","screen off, charge off"
"03/12/2019","21:17:31","54","screen on, charge off"
"03/12/2019","21:17:42","54","screen off, charge off"
"03/12/2019","21:24:44","54","screen on, charge off"
"03/12/2019","21:24:47","54","screen off, charge off"
"03/12/2019","21:24:52","52","level changed, screen off, charge off"
"03/12/2019","21:28:34","52","screen on, charge off"
"03/12/2019","21:28:46","52","screen off, charge off"
"03/12/2019","21:32:10","52","screen on, charge off"
"03/12/2019","21:32:30","52","screen off, charge off"
"03/12/2019","21:35:44","52","screen on, charge off"
"03/12/2019","21:36:52","52","screen off, charge off"
"03/12/2019","21:42:04","52","screen on, charge off"
"03/12/2019","21:42:22","52","screen off, charge off"
"03/12/2019","21:51:39","52","screen on, charge off"
"03/12/2019","21:51:51","52","screen off, charge off"
"03/12/2019","21:55:33","52","screen on, charge off"
"03/12/2019","21:56:05","52","screen off, charge off"
"03/12/2019","21:56:18","52","screen on, charge off"
"03/12/2019","21:56:32","52","screen off, charge off"
"03/12/2019","22:13:19","52","screen on, charge off"
"03/12/2019","22:13:22","52","screen off, charge off"
"03/12/2019","22:16:44","52","screen on, charge off"
"03/12/2019","22:17:22","52","screen off, charge off"
"03/12/2019","22:27:25","52","screen on, charge off"
"03/12/2019","22:27:36","52","screen off, charge off"
"03/12/2019","22:28:07","51","level changed, screen off, charge off"
"03/12/2019","22:35:27","51","screen on, charge off"
"03/12/2019","22:35:40","51","screen off, charge off"
"03/12/2019","22:37:27","51","screen on, charge off"
"03/12/2019","22:37:41","51","screen off, charge off"
"03/12/2019","22:39:08","51","screen on, charge off"
"03/12/2019","22:39:19","51","screen off, charge off"
"03/12/2019","22:40:05","51","screen on, charge off"
"03/12/2019","22:40:31","51","screen off, charge off"
"03/12/2019","22:41:00","51","screen on, charge off"
"03/12/2019","22:41:24","51","screen off, charge off"
"03/12/2019","22:49:11","51","screen on, charge off"
"03/12/2019","22:49:27","51","screen off, charge off"
"03/12/2019","22:49:37","50","level changed, screen off, charge off"
"03/12/2019","22:51:31","50","screen on, charge off"
"03/12/2019","22:51:42","50","screen off, charge off"
"03/12/2019","23:18:31","50","screen on, charge off"
"03/12/2019","23:19:16","50","screen off, charge off"
"03/12/2019","23:23:16","50","screen on, charge off"
"03/12/2019","23:23:42","50","screen off, charge off"
"03/12/2019","23:25:33","50","screen on, charge off"
"03/12/2019","23:28:08","50","screen off, charge off"
"03/12/2019","23:28:17","49","level changed, screen off, charge off"
"03/12/2019","23:28:26","49","screen on, charge off"
"03/12/2019","23:32:26","48","level changed, screen on, charge off"
"03/12/2019","23:36:37","48","screen off, charge off"
"03/12/2019","23:38:55","48","screen on, charge off"
"03/12/2019","23:39:25","48","screen off, charge off"
"03/12/2019","23:39:30","47","level changed, screen off, charge off"
"03/12/2019","23:40:10","47","screen on, charge off"
"03/12/2019","23:40:13","47","screen off, charge off"
"03/12/2019","23:40:18","47","screen on, charge off"
"03/12/2019","23:42:57","47","screen off, charge off"
"03/12/2019","23:43:17","47","screen on, charge off"
"03/12/2019","23:43:52","47","screen off, charge off"
"03/12/2019","23:44:23","47","screen on, charge off"
"03/12/2019","23:44:57","47","screen off, charge off"
"03/12/2019","23:46:03","47","screen on, charge off"
"03/12/2019","23:47:02","47","screen off, charge off"
"03/12/2019","23:47:12","47","screen on, charge off"
"03/12/2019","23:47:58","47","screen off, charge off"
"03/12/2019","23:52:11","47","screen on, charge off"
"03/12/2019","23:52:41","46","level changed, screen on, charge off"
"03/12/2019","23:59:42","45","level changed, screen on, charge off"
"04/12/2019","00:01:16","45","screen off, charge off"
"04/12/2019","00:01:45","45","screen on, charge off"
"04/12/2019","00:01:56","45","screen off, charge off"
"04/12/2019","00:03:00","45","level changed, screen on, charge off"
"04/12/2019","00:03:11","45","screen off, charge off"
"04/12/2019","00:03:13","45","screen on, charge off"
"04/12/2019","00:06:30","44","level changed, screen on, charge off"
"04/12/2019","00:11:01","43","level changed, screen on, charge off"
"04/12/2019","00:15:32","42","level changed, screen on, charge off"
"04/12/2019","00:16:57","42","screen off, charge off"
"04/12/2019","00:17:13","42","screen on, charge off"
"04/12/2019","00:17:29","42","screen off, charge off"
"04/12/2019","00:18:15","42","screen on, charge off"
"04/12/2019","00:21:11","41","level changed, screen on, charge off"
"04/12/2019","00:24:15","41","screen off, charge off"
"04/12/2019","06:53:11","40","level changed, screen off, charge off, device idle on"
"04/12/2019","07:15:04","40","screen on, charge off"
"04/12/2019","07:15:53","40","screen off, charge off"
"04/12/2019","07:30:02","40","screen on, charge off"
"04/12/2019","07:30:28","40","level changed, screen off, charge off"
"04/12/2019","07:37:36","40","screen on, charge off"
"04/12/2019","07:38:24","40","screen off, charge off"
"04/12/2019","08:20:03","40","screen on, charge off"
"04/12/2019","08:21:21","40","screen off, charge off"
"04/12/2019","08:21:26","39","level changed, screen off, charge off"
"04/12/2019","08:22:06","39","screen on, charge off"
"04/12/2019","08:25:36","38","level changed, screen on, charge off"
"04/12/2019","08:28:07","37","level changed, screen on, charge off"
"04/12/2019","08:31:38","36","level changed, screen on, charge off"
"04/12/2019","08:34:38","35","level changed, screen on, charge off"
"04/12/2019","08:38:09","34","level changed, screen on, charge off"
"04/12/2019","08:40:39","33","level changed, screen on, charge off"
"04/12/2019","08:43:10","32","level changed, screen on, charge off"
"04/12/2019","08:45:41","31","level changed, screen on, charge off"
"04/12/2019","08:47:43","30","level changed, screen on, charge off"
"04/12/2019","08:50:13","29","level changed, screen on, charge off"
"04/12/2019","08:52:44","28","level changed, screen on, charge off"
"04/12/2019","08:56:45","27","level changed, screen on, charge off"
"04/12/2019","09:01:46","26","level changed, screen on, charge off"
"04/12/2019","09:06:16","25","level changed, screen on, charge off"
"04/12/2019","09:11:17","24","level changed, screen on, charge off"
"04/12/2019","09:15:18","23","level changed, screen on, charge off"
"04/12/2019","09:18:51","22","level changed, screen on, charge off"
"04/12/2019","09:19:11","22","screen off, charge off"
"04/12/2019","09:19:15","22","screen on, charge off"
"04/12/2019","09:23:52","21","level changed, screen on, charge off"
"04/12/2019","09:28:53","20","level changed, screen on, charge off"
"04/12/2019","09:33:54","19","level changed, screen on, charge off"
"04/12/2019","09:35:22","19","screen off, charge off"
"04/12/2019","09:35:23","19","screen on, charge off"
"04/12/2019","09:35:32","19","screen off, charge off"
"04/12/2019","09:39:14","18","level changed, screen off, charge off"
"04/12/2019","09:39:58","18","screen on, charge off"
"04/12/2019","09:40:27","18","screen off, charge off"
"04/12/2019","09:41:22","18","screen on, charge off"
"04/12/2019","09:42:05","18","screen off, charge off"
"04/12/2019","09:42:44","18","screen on, charge off"
"04/12/2019","09:45:14","17","level changed, screen on, charge off"
"04/12/2019","09:49:45","16","level changed, screen on, charge off"
"04/12/2019","09:54:15","15","level changed, screen on, charge off"
"04/12/2019","09:55:59","15","screen off, charge off"
"04/12/2019","09:57:50","15","screen on, charge off"
"04/12/2019","09:58:02","15","level changed, screen on, charge on"
"04/12/2019","09:59:01","15","level changed, screen off, charge on"
"04/12/2019","09:59:31","16","level changed, screen off, charge on"
"04/12/2019","10:00:33","17","level changed, screen off, charge on"
"04/12/2019","10:01:28","18","level changed, screen off, charge on"
"04/12/2019","10:02:29","19","level changed, screen off, charge on"
"04/12/2019","10:03:42","20","level changed, screen off, charge on"
"04/12/2019","10:04:22","21","level changed, screen off, charge on"
"04/12/2019","10:05:22","22","level changed, screen off, charge on"
"04/12/2019","10:06:33","23","level changed, screen off, charge on"
"04/12/2019","10:07:34","24","level changed, screen off, charge on"
"04/12/2019","10:08:34","25","level changed, screen off, charge on"
"04/12/2019","10:09:35","26","level changed, screen off, charge on"
"04/12/2019","10:09:47","26","screen on, charge on"
"04/12/2019","10:10:00","26","level changed, screen off, charge on"
"04/12/2019","10:10:41","27","level changed, screen off, charge on"
"04/12/2019","10:11:31","28","level changed, screen off, charge on"
"04/12/2019","10:12:32","29","level changed, screen off, charge on"
"04/12/2019","10:13:32","30","level changed, screen off, charge on"
"04/12/2019","10:14:33","31","level changed, screen off, charge on"
"04/12/2019","10:15:34","32","level changed, screen off, charge on"
"04/12/2019","10:16:32","33","level changed, screen off, charge on"
"04/12/2019","10:17:35","34","level changed, screen off, charge on"
"04/12/2019","10:18:32","35","level changed, screen off, charge on"
"04/12/2019","10:19:47","36","level changed, screen off, charge on"
"04/12/2019","10:20:34","37","level changed, screen off, charge on"
"04/12/2019","10:21:53","38","level changed, screen off, charge on"
"04/12/2019","10:22:51","39","level changed, screen off, charge on"
"04/12/2019","10:23:40","40","level changed, screen off, charge on"
"04/12/2019","10:24:57","41","level changed, screen off, charge on"
"04/12/2019","10:25:54","42","level changed, screen off, charge on"
"04/12/2019","10:27:13","43","level changed, screen off, charge on"
"04/12/2019","10:27:57","44","level changed, screen off, charge on"
"04/12/2019","10:29:13","45","level changed, screen off, charge on"
"04/12/2019","10:30:15","46","level changed, screen off, charge on"
"04/12/2019","10:31:40","47","level changed, screen off, charge on"
"04/12/2019","10:32:25","48","level changed, screen off, charge on"
"04/12/2019","10:33:46","49","level changed, screen off, charge on"
"04/12/2019","10:34:24","50","level changed, screen off, charge on"
"04/12/2019","10:35:44","51","level changed, screen off, charge on"
"04/12/2019","10:36:30","52","level changed, screen off, charge on"
"04/12/2019","10:39:09","54","level changed, screen off, charge on"
"04/12/2019","10:39:55","55","level changed, screen off, charge on"
"04/12/2019","10:40:33","55","level changed, screen on, charge on"
"04/12/2019","10:40:44","55","level changed, screen off, charge on"
"04/12/2019","10:41:22","56","level changed, screen off, charge on"
"04/12/2019","10:42:33","57","level changed, screen off, charge on"
"04/12/2019","10:43:46","58","level changed, screen off, charge on"
"04/12/2019","10:45:49","60","level changed, screen off, charge on"
"04/12/2019","10:47:11","61","level changed, screen off, charge on"
"04/12/2019","10:48:35","62","level changed, screen off, charge on"
"04/12/2019","10:49:17","63","level changed, screen off, charge on"
"04/12/2019","10:49:26","63","level changed, screen on, charge on"
"04/12/2019","10:51:27","64","level changed, screen on, charge on"
"04/12/2019","10:53:28","65","level changed, screen on, charge on"
"04/12/2019","10:55:29","66","level changed, screen on, charge on"
"04/12/2019","10:57:30","67","level changed, screen on, charge on"
"04/12/2019","10:59:31","68","level changed, screen on, charge on"
"04/12/2019","11:01:32","69","level changed, screen on, charge on"
"04/12/2019","11:03:22","70","level changed, screen on, charge on"
"04/12/2019","11:05:23","71","level changed, screen on, charge on"
"04/12/2019","11:07:34","72","level changed, screen on, charge on"
"04/12/2019","11:09:35","73","level changed, screen on, charge on"
"04/12/2019","11:13:27","74","level changed, screen on, charge on"
"04/12/2019","11:15:18","75","level changed, screen on, charge on"
"04/12/2019","11:17:28","76","level changed, screen on, charge on"
"04/12/2019","11:19:29","77","level changed, screen on, charge on"
"04/12/2019","11:20:14","77","level changed, screen off, charge on"
"04/12/2019","11:21:22","78","level changed, screen off, charge on"
"04/12/2019","11:23:20","79","level changed, screen off, charge on"
"04/12/2019","11:25:45","80","level changed, screen off, charge on"
"04/12/2019","11:27:54","81","level changed, screen off, charge on"
"04/12/2019","11:30:28","82","level changed, screen off, charge on"
"04/12/2019","11:33:49","83","level changed, screen off, charge on"
"04/12/2019","11:37:09","84","level changed, screen off, charge on"
"04/12/2019","11:37:53","85","level changed, screen off, charge on"
"04/12/2019","11:39:09","86","level changed, screen off, charge on"
"04/12/2019","11:40:16","87","level changed, screen off, charge on"
"04/12/2019","11:40:20","87","screen on, charge on"
"04/12/2019","11:40:50","87","level changed, screen off, charge on"
"04/12/2019","11:41:56","88","level changed, screen off, charge on"
"04/12/2019","11:43:14","89","level changed, screen off, charge on"
"04/12/2019","11:43:58","90","level changed, screen off, charge on"
"04/12/2019","11:45:51","91","level changed, screen off, charge on"
"04/12/2019","11:46:34","92","level changed, screen off, charge on"
"04/12/2019","11:47:45","93","level changed, screen off, charge on"
"04/12/2019","11:49:00","94","level changed, screen off, charge on"
"04/12/2019","11:50:36","95","level changed, screen off, charge on"
"04/12/2019","11:52:00","96","level changed, screen off, charge on"
"04/12/2019","11:53:50","97","level changed, screen off, charge on"
"04/12/2019","11:55:53","98","level changed, screen off, charge on"
"04/12/2019","11:57:04","98","level changed, screen on, charge on"
"04/12/2019","11:57:25","98","level changed, screen off, charge on"
"04/12/2019","11:57:31","99","level changed, screen off, charge on"
"04/12/2019","11:59:25","100","level changed, screen off, charge on"
"04/12/2019","12:09:25","100","screen on, charge on"
"04/12/2019","12:09:31","100","unplug, screen on"
"04/12/2019","12:09:35","100","screen off, charge off"
"04/12/2019","12:10:31","100","screen on, charge off"
"04/12/2019","12:10:33","100","screen off, charge off"
"04/12/2019","12:12:09","100","screen on, charge off"
"04/12/2019","12:13:44","100","screen off, charge off"
"04/12/2019","13:02:03","99","level changed, screen off, charge off"
"04/12/2019","14:06:26","98","level changed, screen off, charge off"
"04/12/2019","15:51:04","98","screen on, charge off"
"04/12/2019","15:51:37","98","screen off, charge off"
"04/12/2019","16:05:18","97","level changed, screen off, charge off"
"04/12/2019","16:12:22","97","screen on, charge off"
"04/12/2019","16:12:31","97","screen off, charge off"
"04/12/2019","16:15:15","97","screen on, charge off"
"04/12/2019","16:15:37","97","screen off, charge off"
"04/12/2019","16:16:06","97","screen on, charge off"
"04/12/2019","16:16:46","97","screen off, charge off"
"04/12/2019","16:38:34","96","level changed, screen off, charge off"
"04/12/2019","16:46:45","96","screen on, charge off"
"04/12/2019","16:46:48","96","screen off, charge off"
"04/12/2019","17:44:28","96","screen on, charge off"
"04/12/2019","17:44:43","96","screen off, charge off"
"04/12/2019","17:44:48","95","level changed, screen off, charge off"
"04/12/2019","17:57:19","95","screen on, charge off"
"04/12/2019","17:57:23","95","screen off, charge off"
"04/12/2019","18:08:20","95","screen on, charge off"
"04/12/2019","18:08:31","95","screen off, charge off"
"04/12/2019","18:20:49","95","screen on, charge off"
"04/12/2019","18:21:00","95","screen off, charge off"
"04/12/2019","18:22:36","95","screen on, charge off"
"04/12/2019","18:23:13","95","screen off, charge off"
"04/12/2019","19:10:40","95","screen on, charge off"
"04/12/2019","19:10:56","95","screen off, charge off"
"04/12/2019","19:11:00","94","level changed, screen off, charge off"
"04/12/2019","20:20:36","93","level changed, screen off, charge off, device idle on"
"04/12/2019","20:43:04","93","screen on, charge off, device idle on"
"04/12/2019","20:43:15","93","screen off, charge off"
"04/12/2019","21:41:36","93","screen on, charge off"
"04/12/2019","21:42:06","92","level changed, screen on, charge off"
"04/12/2019","21:47:07","91","level changed, screen on, charge off"
"04/12/2019","21:49:56","91","screen off, charge off"
"04/12/2019","21:50:22","91","screen on, charge off"
"04/12/2019","21:51:52","90","level changed, screen on, charge off"
"04/12/2019","21:57:23","89","level changed, screen off, charge off"
"04/12/2019","22:29:24","89","screen on, charge off"
"04/12/2019","22:32:54","88","level changed, screen on, charge off"
"04/12/2019","22:34:11","88","screen off, charge off"
"04/12/2019","22:34:27","88","screen on, charge off"
"04/12/2019","22:37:47","88","screen off, charge off"
"04/12/2019","22:37:57","87","level changed, screen off, charge off"
"04/12/2019","23:14:01","87","screen on, charge off"
"04/12/2019","23:14:06","87","screen off, charge off"
"04/12/2019","23:52:04","87","screen on, charge off"
"04/12/2019","23:52:40","87","screen off, charge off"
"05/12/2019","00:45:53","86","level changed, screen off, charge off"
"05/12/2019","01:00:53","86","screen on, charge off, device idle on"
"05/12/2019","01:00:58","86","screen off, charge off"
"05/12/2019","01:28:39","86","screen on, charge off"
"05/12/2019","01:28:55","86","screen off, charge off"
"05/12/2019","01:29:28","86","plug, screen on"
"05/12/2019","01:29:39","86","level changed, screen off, charge on"
"05/12/2019","01:30:04","87","level changed, screen off, charge on"
"05/12/2019","01:31:20","88","level changed, screen off, charge on"
"05/12/2019","01:32:24","89","level changed, screen off, charge on"
"05/12/2019","01:33:21","90","level changed, screen off, charge on"
"05/12/2019","01:34:42","91","level changed, screen off, charge on"
"05/12/2019","01:36:25","92","level changed, screen off, charge on"
"05/12/2019","01:37:41","93","level changed, screen off, charge on"
"05/12/2019","01:39:10","94","level changed, screen off, charge on"
"05/12/2019","01:41:03","95","level changed, screen off, charge on"
"05/12/2019","01:43:09","96","level changed, screen off, charge on"
"05/12/2019","01:45:17","97","level changed, screen off, charge on"
"05/12/2019","01:47:48","98","level changed, screen off, charge on"
"05/12/2019","01:50:24","99","level changed, screen off, charge on"
"05/12/2019","01:53:00","100","level changed, screen off, charge on"
"05/12/2019","07:15:03","100","screen on, charge on"
"05/12/2019","07:15:31","100","level changed, screen on, charge off"
"05/12/2019","07:15:40","100","screen off, charge off"
"05/12/2019","07:30:02","100","screen on, charge off"
"05/12/2019","07:30:35","100","screen off, charge off"
"05/12/2019","09:20:51","100","screen on, charge off, device idle on"
"05/12/2019","09:25:22","99","level changed, screen on, charge off"
"05/12/2019","09:27:52","98","level changed, screen on, charge off"
"05/12/2019","09:29:53","97","level changed, screen on, charge off"
"05/12/2019","09:32:53","96","level changed, screen on, charge off"
"05/12/2019","09:35:24","95","level changed, screen on, charge off"
"05/12/2019","09:38:24","94","level changed, screen on, charge off"
"05/12/2019","09:41:25","93","level changed, screen on, charge off"
"05/12/2019","09:45:26","92","level changed, screen on, charge off"
"05/12/2019","09:50:57","91","level changed, screen on, charge off"
"05/12/2019","09:55:58","90","level changed, screen on, charge off"
"05/12/2019","10:00:28","89","level changed, screen on, charge off"
"05/12/2019","10:04:59","88","level changed, screen on, charge off"
"05/12/2019","10:09:30","87","level changed, screen on, charge off"
"05/12/2019","10:14:31","86","level changed, screen on, charge off"
"05/12/2019","10:14:55","86","screen off, charge off"
"05/12/2019","10:15:00","86","screen on, charge off"
"05/12/2019","10:15:38","86","screen off, charge off"
"05/12/2019","10:15:59","86","screen on, charge off"
"05/12/2019","10:16:07","86","screen off, charge off"
"05/12/2019","10:22:13","86","screen on, charge off"
"05/12/2019","10:22:15","86","screen off, charge off"
"05/12/2019","10:25:58","86","screen on, charge off"
"05/12/2019","10:26:04","86","screen off, charge off"
"05/12/2019","10:27:01","86","screen on, charge off"
"05/12/2019","10:27:15","86","screen off, charge off"
"05/12/2019","10:29:46","86","screen on, charge off"
"05/12/2019","10:29:48","86","screen off, charge off"
"05/12/2019","10:31:09","86","screen on, charge off"
"05/12/2019","10:31:54","86","screen off, charge off"
"05/12/2019","10:34:06","86","screen on, charge off"
"05/12/2019","10:34:18","86","screen off, charge off"
"05/12/2019","10:34:30","86","screen on, charge off"
"05/12/2019","10:35:30","85","level changed, screen on, charge off"
"05/12/2019","10:36:31","85","screen off, charge off"
"05/12/2019","10:47:26","85","screen on, charge off"
"05/12/2019","10:47:45","85","screen off, charge off"
"05/12/2019","10:54:48","85","screen on, charge off"
"05/12/2019","10:55:35","85","screen off, charge off"
"05/12/2019","10:56:39","85","screen on, charge off"
"05/12/2019","10:57:06","85","screen off, charge off"
"05/12/2019","11:00:10","85","screen on, charge off"
"05/12/2019","11:00:31","85","screen off, charge off"
"05/12/2019","11:00:35","84","level changed, screen off, charge off"
"05/12/2019","11:04:36","84","screen on, charge off"
"05/12/2019","11:05:21","84","screen off, charge off"
"05/12/2019","11:05:55","84","screen on, charge off"
"05/12/2019","11:07:00","84","screen off, charge off"
"05/12/2019","11:07:36","83","level changed, screen off, charge off"
"05/12/2019","11:11:37","83","screen on, charge off"
"05/12/2019","11:11:45","83","screen off, charge off"
"05/12/2019","11:12:47","83","screen on, charge off"
"05/12/2019","11:13:08","83","screen off, charge off"
"05/12/2019","11:14:43","83","screen on, charge off"
"05/12/2019","11:14:47","83","screen off, charge off"
"05/12/2019","11:32:13","82","level changed, screen off, charge off"
"05/12/2019","11:48:00","82","level changed, screen on, charge off"
"05/12/2019","11:48:30","82","level changed, screen off, charge off"
"05/12/2019","12:01:27","82","screen on, charge off"
"05/12/2019","12:01:50","82","screen off, charge off"
"05/12/2019","12:03:27","82","screen on, charge off"
"05/12/2019","12:03:41","82","screen off, charge off"
"05/12/2019","12:03:43","81","level changed, screen off, charge off"
"05/12/2019","12:14:57","81","screen on, charge off"
"05/12/2019","12:15:43","81","screen off, charge off"
"05/12/2019","12:17:17","80","level changed, screen off, charge off"
"05/12/2019","12:23:50","80","screen on, charge off"
"05/12/2019","12:23:54","80","screen off, charge off"
"05/12/2019","12:28:02","80","screen on, charge off"
"05/12/2019","12:29:45","80","screen off, charge off"
