,Lat,Long,Time 
64378,46.8384774,5.6765207,1544274218.0
64379,46.8383586,5.6767543,1544274219.0
64380,46.8372474,5.6807995,1544274234.0
64381,46.8371986,5.685014,1544274249.0
64382,46.8371162,5.6884495,1544274264.0
64383,46.8369416,5.6891518,1544274270.0
64384,46.8368736,5.6906908,1544274279.0
64385,46.8368448,5.6909215,1544274280.0
64386,46.8370326,5.6950086,1544274295.0
64387,46.8423104,5.7004706,1544274326.0
64388,46.8430424,5.7010281,1544274330.0
64389,46.8445995,5.702336,1544274339.0
64390,46.8447669,5.7024778,1544274340.0
64391,46.847295,5.7044107,1544274355.0
64392,46.8495098,5.7076574,1544274371.0
64393,46.8518828,5.7106746,1544274387.0
64394,46.8524457,5.7109835,1544274390.0
64395,46.8541259,5.711913,1544274399.0
64396,46.8543124,5.712013,1544274400.0
64397,46.8572598,5.7123976,1544274415.0
64398,46.8604476,5.7128961,1544274431.0
64399,46.863274,5.7143061,1544274446.0
64400,46.8639411,5.7146337,1544274450.0
64401,46.8656028,5.7153981,1544274460.0
64402,46.8657387,5.7154936,1544274461.0
64403,46.8676066,5.7163492,1544274476.0
64404,46.8717148,5.7164211,1544274507.0
64405,46.8727211,5.7164044,1544274512.0
64406,46.874358,5.7163586,1544274520.0
64407,46.8745559,5.7163393,1544274521.0
64408,46.8771056,5.7168339,1544274536.0
64409,46.8796721,5.718438,1544274552.0
64410,46.8817392,5.7207743,1544274568.0
64411,46.8818959,5.7215048,1544274571.0
64412,46.8826272,5.7237565,1544274581.0
64413,46.8827501,5.7239581,1544274582.0
64414,46.8846643,5.7266618,1544274598.0
64415,46.8872063,5.7287175,1544274613.0
64416,46.8901146,5.7299147,1544274628.0
64417,46.8907049,5.7301537,1544274631.0
64418,46.8927937,5.7310551,1544274642.0
64419,46.8929882,5.7311823,1544274643.0
64420,46.8951158,5.7345528,1544274659.0
64421,46.8967793,5.7381774,1544274674.0
64422,46.8979304,5.7422363,1544274689.0
64423,46.898212,5.7433079,1544274693.0
64424,46.8989286,5.7460441,1544274703.0
64425,46.9000434,5.7504123,1544274719.0
64426,46.9009567,5.7545811,1544274734.0
64427,46.9016421,5.7588556,1544274749.0
64428,46.9018245,5.7599954,1544274753.0
64429,46.9027458,5.7628904,1544274764.0
64430,46.9052189,5.7652294,1544274779.0
64431,46.9084182,5.7656689,1544274795.0
64432,46.9112505,5.7673611,1544274810.0
64433,46.9135275,5.7697262,1544274824.0
64434,46.9136842,5.7699014,1544274825.0
64435,46.9166575,5.771548,1544274841.0
64436,46.9199828,5.7726061,1544274857.0
64437,46.9232173,5.7738162,1544274872.0
64438,46.9238367,5.7741705,1544274875.0
64439,46.9259774,5.7750791,1544274885.0
64440,46.9262076,5.7751723,1544274886.0
64441,46.9295098,5.7758872,1544274901.0
64442,46.9329618,5.7761785,1544274917.0
64443,46.9361556,5.7772358,1544274933.0
64444,46.9367413,5.7774313,1544274936.0
64445,46.9384825,5.778011,1544274945.0
64446,46.9415901,5.7790997,1544274961.0
64447,46.9443734,5.7804819,1544274977.0
64448,46.9469691,5.7817491,1544274992.0
64449,46.9475548,5.7820265,1544274995.0
64450,46.94966,5.7830954,1544275006.0
64451,46.9498495,5.7831943,1544275007.0
64452,46.9527286,5.7853401,1544275022.0
64453,46.9554496,5.7887446,1544275038.0
64454,46.958567,5.7904942,1544275053.0
64455,46.9606884,5.791582,1544275063.0
64456,46.9612867,5.7920165,1544275066.0
64457,46.9614863,5.792175,1544275067.0
64458,46.961678,5.7923468,1544275068.0
64459,46.9647085,5.7951752,1544275084.0
64460,46.9670681,5.7987984,1544275100.0
64461,46.9698442,5.801085,1544275116.0
64462,46.9702071,5.8013184,1544275118.0
64463,46.9718508,5.8023898,1544275127.0
64464,46.9744788,5.8045117,1544275142.0
64465,46.9764037,5.8078292,1544275157.0
64466,46.978919,5.8107493,1544275173.0
64467,46.9796324,5.8113839,1544275177.0
64468,46.9813249,5.8128991,1544275187.0
64469,46.9814761,5.8130862,1544275188.0
64470,46.9835205,5.8162895,1544275203.0
64471,46.9856211,5.8198251,1544275219.0
64472,46.9875573,5.8231598,1544275234.0
64473,46.9881015,5.8240352,1544275238.0
64474,46.989282,5.8260123,1544275247.0
64475,46.9894144,5.826236,1544275248.0
64476,46.9915147,5.8297874,1544275264.0
64477,46.9935014,5.8330662,1544275279.0
64478,46.9953261,5.8369118,1544275295.0
64479,46.9956669,5.8376027,1544275298.0
64480,46.9970997,5.8391908,1544275307.0
64481,46.9972799,5.8393206,1544275308.0
64482,46.9974582,5.8394474,1544275309.0
64483,46.9976366,5.839576,1544275310.0
64484,46.9978146,5.8397029,1544275311.0
64485,46.997999,5.8398294,1544275312.0
64486,46.9981809,5.8399567,1544275313.0
64487,47.0009885,5.8418712,1544275329.0
64488,47.0034386,5.8432457,1544275344.0
64489,47.0061981,5.8449659,1544275360.0
64490,47.0066854,5.8454586,1544275363.0
64491,47.0073061,5.8466116,1544275368.0
64492,47.0073916,5.8468799,1544275369.0
64493,47.0087864,5.8506495,1544275384.0
64494,47.0106065,5.8529025,1544275400.0
64495,47.0121878,5.8542801,1544275415.0
64496,47.012563,5.8547498,1544275419.0
64497,47.0133366,5.8558498,1544275428.0
64498,47.0134173,5.85597,1544275429.0
64499,47.0152514,5.8586222,1544275444.0
64500,47.0175902,5.8620841,1544275460.0
64501,47.0199315,5.8655047,1544275476.0
64502,47.0203469,5.8661105,1544275479.0
64503,47.0218387,5.8677855,1544275489.0
64504,47.0248848,5.869181,1544275505.0
64505,47.0279612,5.8704889,1544275521.0
