"App name","Date","Time","Duration"
"Screen on (locked)","12/4/19","15:15:13","0:00:01"
"Screen off","12/4/19","15:11:15","0:03:59"
"Chrome","12/4/19","15:10:49","0:00:26"
"Screen on (unlocked)","12/4/19","15:10:49","0:00:00"
"Notification posted (Système Android)","12/4/19","15:10:49","0:00:00"
"Screen on (locked)","12/4/19","15:10:47","0:00:02"
"Notification posted (Messenger)","12/4/19","15:10:42","0:00:00"
"Screen off","12/4/19","15:09:21","0:01:26"
"Chrome","12/4/19","15:06:25","0:02:56"
"Screen on (unlocked)","12/4/19","15:06:24","0:00:01"
"Screen off","12/4/19","15:06:18","0:00:06"
"Notification posted (Chrome)","12/4/19","15:04:04","0:00:00"
"Chrome","12/4/19","15:04:02","0:02:16"
"YouTube","12/4/19","15:04:00","0:00:01"
"Screen on (unlocked)","12/4/19","15:04:00","0:00:00"
"Notification posted (Système Android)","12/4/19","15:04:00","0:00:00"
"Screen on (locked)","12/4/19","15:04:00","0:00:01"
"Screen off","12/4/19","15:02:03","0:01:57"
"Notification posted (Messenger)","12/4/19","14:59:29","0:00:00"
"YouTube","12/4/19","14:59:26","0:02:37"
"Screen on (unlocked)","12/4/19","14:59:25","0:00:01"
"Notification posted (Système Android)","12/4/19","14:59:25","0:00:00"
"Screen off","12/4/19","14:56:57","0:02:28"
"YouTube","12/4/19","14:56:54","0:00:03"
"Screen on (unlocked)","12/4/19","14:56:53","0:00:00"
"Notification posted (Système Android)","12/4/19","14:56:53","0:00:00"
"Screen on (locked)","12/4/19","14:56:51","0:00:02"
"Screen off","12/4/19","14:50:10","0:06:41"
"YouTube","12/4/19","14:49:50","0:00:20"
"Chrome","12/4/19","14:49:49","0:00:01"
"Screen on (unlocked)","12/4/19","14:49:48","0:00:01"
"Notification posted (Chrome)","12/4/19","14:49:48","0:00:00"
"Notification posted (Système Android)","12/4/19","14:49:48","0:00:00"
"Notification posted (Messenger)","12/4/19","14:45:51","0:00:00"
"Screen off","12/4/19","14:44:49","0:04:59"
"Notification posted (Messenger)","12/4/19","14:43:40","0:00:00"
"Notification posted (Messenger)","12/4/19","14:43:29","0:00:00"
"Notification posted (Messenger)","12/4/19","14:39:39","0:00:00"
"Chrome","12/4/19","14:39:31","0:05:18"
"Screen on (unlocked)","12/4/19","14:39:30","0:00:01"
"Notification posted (Chrome)","12/4/19","14:39:30","0:00:00"
"Notification posted (Système Android)","12/4/19","14:39:30","0:00:00"
"Screen off","12/4/19","14:33:00","0:06:31"
"Chrome","12/4/19","14:32:46","0:00:13"
"Screen on (unlocked)","12/4/19","14:32:46","0:00:01"
"Notification posted (Chrome)","12/4/19","14:32:46","0:00:00"
"Notification posted (Système Android)","12/4/19","14:32:46","0:00:00"
"Notification posted (Messenger)","12/4/19","14:28:29","0:00:00"
"Screen off","12/4/19","14:28:11","0:04:35"
"Chrome","12/4/19","14:27:58","0:00:12"
"Notification posted (Chrome)","12/4/19","14:27:58","0:00:00"
"Screen on (unlocked)","12/4/19","14:27:58","0:00:01"
"Screen off","12/4/19","14:27:56","0:00:02"
"Chrome","12/4/19","14:27:09","0:00:47"
"Notification posted (Chrome)","12/4/19","14:27:09","0:00:00"
"Screen on (unlocked)","12/4/19","14:27:05","0:00:01"
"Notification posted (Système Android)","12/4/19","14:27:05","0:00:00"
"Notification posted (Messenger)","12/4/19","14:26:42","0:00:00"
"Screen off","12/4/19","14:26:21","0:00:43"
"Chrome","12/4/19","14:26:02","0:00:19"
"Screen on (unlocked)","12/4/19","14:26:01","0:00:01"
"Notification posted (Système Android)","12/4/19","14:26:01","0:00:00"
"Notification posted (Messenger)","12/4/19","14:22:34","0:00:00"
"Screen off","12/4/19","14:22:34","0:03:27"
"Notification posted (Messenger)","12/4/19","14:22:03","0:00:00"
"Chrome","12/4/19","14:21:56","0:00:38"
"Screen on (unlocked)","12/4/19","14:21:55","0:00:01"
"Notification posted (Système Android)","12/4/19","14:21:55","0:00:00"
"Screen on (locked)","12/4/19","14:21:54","0:00:01"
"Notification posted (Système Android)","12/4/19","14:21:33","0:00:00"
"Notification posted (Messenger)","12/4/19","14:20:07","0:00:00"
"Screen off","12/4/19","14:20:02","0:01:52"
"Notification posted (Messenger)","12/4/19","14:19:37","0:00:00"
"Notification posted (Messenger)","12/4/19","14:18:59","0:00:00"
"Notification posted (Messenger)","12/4/19","14:17:22","0:00:00"
"Chrome","12/4/19","14:17:08","0:02:54"
"Notification posted (Messenger)","12/4/19","14:16:55","0:00:00"
"YouTube","12/4/19","14:16:12","0:00:55"
"Screen on (unlocked)","12/4/19","14:16:12","0:00:00"
"Notification posted (Système Android)","12/4/19","14:16:12","0:00:00"
"Screen on (locked)","12/4/19","14:16:11","0:00:01"
"Notification posted (Messenger)","12/4/19","14:11:52","0:00:00"
"Screen off","12/4/19","14:09:08","0:07:03"
"YouTube","12/4/19","14:09:05","0:00:04"
"Screen on (unlocked)","12/4/19","14:09:04","0:00:01"
"Screen off","12/4/19","14:08:33","0:00:31"
"YouTube","12/4/19","14:08:28","0:00:05"
"Chrome","12/4/19","14:08:23","0:00:04"
"YouTube","12/4/19","14:08:21","0:00:02"
"Chrome","12/4/19","14:07:52","0:00:29"
"YouTube","12/4/19","14:07:51","0:00:01"
"Chrome","12/4/19","14:07:49","0:00:01"
"YouTube","12/4/19","14:07:48","0:00:01"
"Notification posted (Messenger)","12/4/19","14:07:46","0:00:00"
"Chrome","12/4/19","14:07:40","0:00:08"
"YouTube","12/4/19","14:07:30","0:00:09"
"Chrome","12/4/19","14:07:26","0:00:04"
"Notification posted (Chrome)","12/4/19","14:07:26","0:00:00"
"YouTube","12/4/19","14:07:24","0:00:03"
"Chrome","12/4/19","14:07:22","0:00:01"
"Notification posted (Chrome)","12/4/19","14:07:22","0:00:00"
"Notification posted (Messenger)","12/4/19","14:07:21","0:00:00"
"YouTube","12/4/19","14:07:18","0:00:04"
"Screen on (unlocked)","12/4/19","14:07:17","0:00:01"
"Notification posted (Messenger)","12/4/19","14:07:11","0:00:00"
"Screen off","12/4/19","14:06:57","0:00:20"
"YouTube","12/4/19","14:06:54","0:00:03"
"Chrome","12/4/19","14:06:47","0:00:07"
"Notification posted (Chrome)","12/4/19","14:06:46","0:00:00"
"YouTube","12/4/19","14:06:44","0:00:03"
"Chrome","12/4/19","14:06:35","0:00:09"
"Notification posted (Chrome)","12/4/19","14:06:35","0:00:00"
"Notification posted (Messenger)","12/4/19","14:06:12","0:00:00"
"YouTube","12/4/19","14:05:04","0:01:29"
"Discord","12/4/19","14:04:54","0:00:10"
"YouTube","12/4/19","14:04:53","0:00:01"
"Notification posted (Messenger)","12/4/19","14:04:36","0:00:00"
"Notification posted (Chrome)","12/4/19","14:04:13","0:00:00"
"Chrome","12/4/19","14:04:13","0:00:39"
"YouTube","12/4/19","14:04:13","0:00:01"
"Notification posted (Chrome)","12/4/19","14:04:09","0:00:00"
"Chrome","12/4/19","14:04:09","0:00:03"
"Notification posted (Discord)","12/4/19","14:03:48","0:00:00"
"Notification posted (Messenger)","12/4/19","14:00:37","0:00:00"
"Notification posted (Messenger)","12/4/19","13:59:09","0:00:00"
"Notification posted (Messenger)","12/4/19","13:58:53","0:00:00"
"YouTube","12/4/19","13:58:28","0:05:40"
"Kana Town","12/4/19","13:58:26","0:00:01"
"Boost","12/4/19","13:58:24","0:00:01"
"Messenger","12/4/19","13:58:22","0:00:01"
"Boost","12/4/19","13:58:17","0:00:05"
"YouTube","12/4/19","13:58:15","0:00:02"
"Boost","12/4/19","13:57:33","0:00:41"
"YouTube","12/4/19","13:57:29","0:00:04"
"Notification posted (Messenger)","12/4/19","13:57:11","0:00:00"
"Notification posted (Système Android)","12/4/19","13:57:11","0:00:00"
"Notification posted (Messenger)","12/4/19","13:57:11","0:00:00"
"Boost","12/4/19","13:57:11","0:00:18"
"Screen on (unlocked)","12/4/19","13:57:11","0:00:00"
"Screen on (locked)","12/4/19","13:57:09","0:00:01"
"Notification posted (Messenger)","12/4/19","13:55:48","0:00:00"
"Screen off","12/4/19","13:55:10","0:01:59"
"Boost","12/4/19","13:54:57","0:00:13"
"Notification posted (Messenger)","12/4/19","13:53:10","0:00:00"
"Notification posted (Messenger)","12/4/19","13:51:29","0:00:00"
"Notification posted (Messenger)","12/4/19","13:51:17","0:00:00"
"YouTube","12/4/19","13:50:48","0:04:09"
"Notification posted (Messenger)","12/4/19","13:50:45","0:00:00"
"Boost","12/4/19","13:50:31","0:00:18"
"YouTube","12/4/19","13:50:26","0:00:04"
"Notification posted (Messenger)","12/4/19","13:50:18","0:00:00"
"Boost","12/4/19","13:50:09","0:00:17"
"YouTube","12/4/19","13:50:07","0:00:01"
"Gmail","12/4/19","13:50:06","0:00:01"
"Notification posted (Messenger)","12/4/19","13:49:23","0:00:00"
"Notification posted (Messenger)","12/4/19","13:49:02","0:00:00"
"Notification posted (Messenger)","12/4/19","13:48:40","0:00:00"
"Notification posted (Messenger)","12/4/19","13:48:32","0:00:00"
"Notification posted (Messenger)","12/4/19","13:46:16","0:00:00"
"YouTube","12/4/19","13:45:15","0:04:50"
"Boost","12/4/19","13:44:27","0:00:47"
"Gmail","12/4/19","13:44:19","0:00:06"
"Instagram","12/4/19","13:44:17","0:00:01"
"Shazam","12/4/19","13:44:15","0:00:01"
"Instagram","12/4/19","13:44:06","0:00:09"
"Shazam","12/4/19","13:44:04","0:00:01"
"Instagram","12/4/19","13:44:03","0:00:01"
"Shazam","12/4/19","13:44:02","0:00:01"
"Instagram","12/4/19","13:43:53","0:00:09"
"Shazam","12/4/19","13:43:53","0:00:01"
"Instagram","12/4/19","13:43:26","0:00:27"
"Shazam","12/4/19","13:43:22","0:00:04"
"Instagram","12/4/19","13:43:16","0:00:07"
"Shazam","12/4/19","13:43:14","0:00:01"
"Instagram","12/4/19","13:43:00","0:00:14"
"Shazam","12/4/19","13:42:58","0:00:02"
"Instagram","12/4/19","13:42:49","0:00:09"
"Shazam","12/4/19","13:42:47","0:00:02"
"Instagram","12/4/19","13:42:41","0:00:07"
"L'interface","12/4/19","13:42:39","0:00:01"
"Instagram","12/4/19","13:42:37","0:00:02"
"Shazam","12/4/19","13:42:36","0:00:01"
"Shazam","12/4/19","13:42:33","0:00:01"
"Instagram","12/4/19","13:41:52","0:00:40"
"YouTube","12/4/19","13:41:50","0:00:01"
"Horloge","12/4/19","13:41:21","0:00:28"
"Screen on (unlocked)","12/4/19","13:40:50","0:00:00"
"Notification posted (Système Android)","12/4/19","13:40:50","0:00:00"
"Screen on (locked)","12/4/19","13:40:49","0:00:01"
"Notification posted (Messenger)","12/4/19","13:37:21","0:00:00"
"Notification posted (Système Android)","12/4/19","13:37:21","0:00:00"
"Notification posted (Messenger)","12/4/19","13:37:21","0:00:00"
"Screen off","12/4/19","13:37:12","0:03:36"
"Messenger","12/4/19","13:36:42","0:00:29"
"Notification posted (Messenger)","12/4/19","13:36:42","0:00:00"
"Messenger","12/4/19","13:36:38","0:00:03"
"Notification posted (Messenger)","12/4/19","13:36:38","0:00:00"
"YouTube","12/4/19","13:36:36","0:00:01"
"Screen on (unlocked)","12/4/19","13:36:35","0:00:00"
"Screen on (locked)","12/4/19","13:36:34","0:00:02"
"Screen off","12/4/19","13:33:16","0:03:18"
"Notification posted (Horloge)","12/4/19","13:20:46","0:00:00"
"YouTube","12/4/19","13:20:45","0:12:31"
"Horloge","12/4/19","13:20:37","0:00:08"
"YouTube","12/4/19","13:18:22","0:02:15"
"Horloge","12/4/19","13:18:21","0:00:01"
"YouTube","12/4/19","13:17:02","0:01:19"
"Horloge","12/4/19","13:16:58","0:00:04"
"Notification posted (Horloge)","12/4/19","13:16:56","0:00:00"
"YouTube","12/4/19","13:16:23","0:00:33"
"Horloge","12/4/19","13:16:08","0:00:15"
"YouTube","12/4/19","13:16:06","0:00:02"
"Horloge","12/4/19","13:16:02","0:00:04"
"YouTube","12/4/19","13:13:40","0:02:21"
"Gmail","12/4/19","13:13:38","0:00:01"
"Notification posted (Système Android)","12/4/19","13:13:37","0:00:00"
"Screen on (unlocked)","12/4/19","13:13:36","0:00:00"
"Screen on (locked)","12/4/19","13:13:35","0:00:01"
"Screen off","12/4/19","12:34:35","0:39:01"
"Discord","12/4/19","12:32:57","0:01:38"
"YouTube","12/4/19","12:27:43","0:05:12"
"Chrome","12/4/19","12:26:07","0:01:35"
"Screen on (unlocked)","12/4/19","12:26:06","0:00:00"
"Notification posted (Système Android)","12/4/19","12:26:06","0:00:00"
"Screen on (locked)","12/4/19","12:26:05","0:00:01"
"Screen off","12/4/19","12:25:03","0:01:02"
"Chrome","12/4/19","12:24:56","0:00:07"
"Screen on (unlocked)","12/4/19","12:24:56","0:00:00"
"Notification posted (Système Android)","12/4/19","12:24:55","0:00:00"
"Screen on (locked)","12/4/19","12:24:55","0:00:01"
"Screen off (locked)","12/4/19","12:24:15","0:00:40"
"Screen on (locked)","12/4/19","12:24:13","0:00:02"
"Screen off (locked)","12/4/19","12:19:19","0:04:54"
"Screen on (locked)","12/4/19","12:19:18","0:00:01"
"Screen off (locked)","12/4/19","12:18:27","0:00:51"
"Screen on (locked)","12/4/19","12:18:25","0:00:02"
"Notification posted (Messenger)","12/4/19","12:15:32","0:00:00"
"Notification posted (Système Android)","12/4/19","12:11:47","0:00:00"
"Screen off (locked)","12/4/19","12:11:03","0:07:22"
"Screen on (unlocked)","12/4/19","12:11:01","0:00:02"
"Screen off","12/4/19","12:10:50","0:00:11"
"Screen on (unlocked)","12/4/19","12:10:48","0:00:02"
"Notification posted (Système Android)","12/4/19","12:10:48","0:00:00"
"Chrome","12/4/19","12:10:48","0:00:00"
"Screen on (locked)","12/4/19","12:10:47","0:00:01"
"Screen off (locked)","12/4/19","12:09:28","0:01:18"
"Screen on (locked)","12/4/19","12:09:18","0:00:10"
"Screen off (locked)","12/4/19","12:07:07","0:02:11"
"Screen on (locked)","12/4/19","12:07:05","0:00:02"
"Screen off","12/4/19","12:06:23","0:00:42"
"Chrome","12/4/19","12:05:10","0:01:14"
"Screen on (unlocked)","12/4/19","12:05:09","0:00:01"
"Screen off","12/4/19","12:05:08","0:00:01"
"Chrome","12/4/19","12:04:56","0:00:12"
"Téléphone","12/4/19","12:04:54","0:00:01"
"Screen on (unlocked)","12/4/19","12:04:54","0:00:01"
"Screen off","12/4/19","12:04:54","0:00:00"
"Notification posted (Système Android)","12/4/19","12:04:53","0:00:00"
"Screen off (locked)","12/4/19","12:00:24","0:04:29"
"Screen on (locked)","12/4/19","12:00:22","0:00:02"
"Screen off","12/4/19","11:56:31","0:03:51"
"Téléphone","12/4/19","11:56:27","0:00:04"
"SMS/MMS","12/4/19","11:56:21","0:00:06"
"Notification posted (SMS/MMS)","12/4/19","11:56:17","0:00:00"
"Notification posted (Système Android)","12/4/19","11:56:14","0:00:00"
"Chrome","12/4/19","11:56:14","0:00:07"
"Programme d'installation du kit","12/4/19","11:56:12","0:00:01"
"Chrome","12/4/19","11:56:10","0:00:02"
"Téléphone","12/4/19","11:56:05","0:00:05"
"Chrome","12/4/19","11:56:02","0:00:02"
"Boost","12/4/19","11:56:01","0:00:01"
"Screen on (unlocked)","12/4/19","11:56:01","0:00:00"
"Notification posted (Système Android)","12/4/19","11:56:01","0:00:00"
"Téléphone","12/4/19","11:55:52","0:00:09"
"Screen on (locked)","12/4/19","11:55:51","0:00:01"
"Notification posted (Téléphone)","12/4/19","11:55:50","0:00:00"
"Screen off","12/4/19","11:52:22","0:03:29"
"Boost","12/4/19","11:52:20","0:00:02"
"Screen on (unlocked)","12/4/19","11:52:09","0:00:09"
"Instagram","12/4/19","11:52:09","0:00:00"
"Notification posted (Système Android)","12/4/19","11:52:09","0:00:00"
"Screen on (locked)","12/4/19","11:52:07","0:00:02"
"Screen off","12/4/19","11:50:57","0:01:11"
"Instagram","12/4/19","11:50:30","0:00:26"
"Discord","12/4/19","11:48:38","0:01:50"
"Dealabs","12/4/19","11:46:04","0:02:32"
"Screen on (unlocked)","12/4/19","11:46:00","0:00:02"
"Notification posted (Système Android)","12/4/19","11:45:59","0:00:00"
"Boost","12/4/19","11:45:59","0:00:00"
"Screen on (locked)","12/4/19","11:45:56","0:00:04"
"Screen off","12/4/19","11:44:42","0:01:14"
"Boost","12/4/19","11:44:32","0:00:09"
"Screen on (unlocked)","12/4/19","11:44:32","0:00:01"
"Screen off","12/4/19","11:44:26","0:00:06"
"Boost","12/4/19","11:33:28","0:10:58"
"Gmail","12/4/19","11:33:18","0:00:08"
"Gmail","12/4/19","11:33:15","0:00:01"
"Chrome","12/4/19","11:33:03","0:00:12"
"Screen on (unlocked)","12/4/19","11:33:03","0:00:00"
"Notification posted (Système Android)","12/4/19","11:33:03","0:00:00"
"Screen on (locked)","12/4/19","11:33:01","0:00:01"
"Screen off (locked)","12/4/19","11:31:59","0:01:02"
"Screen on (locked)","12/4/19","11:31:57","0:00:03"
"Screen off (locked)","12/4/19","11:29:26","0:02:30"
"Screen on (locked)","12/4/19","11:29:24","0:00:02"
"Screen off","12/4/19","11:26:55","0:02:30"
"Chrome","12/4/19","11:26:53","0:00:02"
"Screen on (unlocked)","12/4/19","11:26:52","0:00:01"
"Screen off","12/4/19","11:26:50","0:00:03"
"Chrome","12/4/19","11:26:48","0:00:02"
"Screen on (unlocked)","12/4/19","11:26:47","0:00:01"
"Screen off","12/4/19","11:26:31","0:00:17"
"Chrome","12/4/19","11:26:19","0:00:12"
"lichess","12/4/19","11:26:17","0:00:01"
"Screen on (unlocked)","12/4/19","11:26:16","0:00:01"
"Notification posted (Système Android)","12/4/19","11:26:16","0:00:00"
"Notification posted (Système Android)","12/4/19","11:26:16","0:00:00"
"Screen off","12/4/19","11:23:11","0:03:05"
"Screen on (unlocked)","12/4/19","11:22:37","0:00:34"
"Notification posted (Système Android)","12/4/19","11:22:37","0:00:00"
"Notification posted (Système Android)","12/4/19","11:22:37","0:00:00"
"lichess","12/4/19","11:22:37","0:00:00"
"Screen on (locked)","12/4/19","11:22:36","0:00:01"
"Screen off","12/4/19","11:21:16","0:01:19"
"lichess","12/4/19","11:12:48","0:08:29"
"Notification posted (Système Android)","12/4/19","11:12:48","0:00:00"
"Screen on (unlocked)","12/4/19","11:11:34","0:00:01"
"Screen off","12/4/19","11:11:32","0:00:02"
"Slack","12/4/19","11:11:22","0:00:04"
"Boost","12/4/19","11:11:21","0:00:01"
"Notification posted (Système Android)","12/4/19","11:11:21","0:00:00"
"Screen on (unlocked)","12/4/19","11:11:21","0:00:01"
"Screen on (locked)","12/4/19","11:11:20","0:00:01"
"Screen off","12/4/19","11:09:53","0:01:27"
"Boost","12/4/19","10:59:33","0:10:20"
"Notification posted (Slack)","12/4/19","10:59:25","0:00:00"
"Gmail","12/4/19","10:59:18","0:00:12"
"Screen on (unlocked)","12/4/19","10:59:15","0:00:02"
"Notification posted (Système Android)","12/4/19","10:59:15","0:00:00"
"Chrome","12/4/19","10:59:15","0:00:00"
"Screen on (locked)","12/4/19","10:59:13","0:00:02"
"Screen off","12/4/19","10:57:22","0:01:51"
"Chrome","12/4/19","10:57:19","0:00:03"
"Screen on (unlocked)","12/4/19","10:57:18","0:00:01"
"Screen off","12/4/19","10:57:17","0:00:01"
"Notification posted (Messenger)","12/4/19","10:55:59","0:00:00"
"Notification posted (Système Android)","12/4/19","10:55:59","0:00:00"
"Notification posted (Messenger)","12/4/19","10:55:58","0:00:00"
"Chrome","12/4/19","10:55:27","0:01:50"
"Messenger","12/4/19","10:55:21","0:00:06"
"Notification posted (Messenger)","12/4/19","10:55:21","0:00:00"
"Chrome","12/4/19","10:54:47","0:00:34"
"Google Opinion Rewards","12/4/19","10:54:21","0:00:23"
"Boost","12/4/19","10:54:20","0:00:01"
"Screen on (unlocked)","12/4/19","10:54:20","0:00:00"
"Screen on (locked)","12/4/19","10:54:18","0:00:01"
"Screen off","12/4/19","10:53:25","0:00:53"
"Notification posted (Google Opinion Rewards)","12/4/19","10:53:18","0:00:00"
"Boost","12/4/19","10:52:31","0:00:54"
"Slack","12/4/19","10:51:51","0:00:39"
"Boost","12/4/19","10:51:48","0:00:01"
"YouTube","12/4/19","10:51:44","0:00:04"
"Screen on (unlocked)","12/4/19","10:51:43","0:00:01"
"Screen off","12/4/19","10:51:32","0:00:11"
"YouTube","12/4/19","10:51:29","0:00:03"
"Slack","12/4/19","10:51:25","0:00:01"
"Boost","12/4/19","10:51:23","0:00:01"
"Slack","12/4/19","10:51:23","0:00:01"
"Boost","12/4/19","10:51:22","0:00:01"
"Slack","12/4/19","10:51:19","0:00:03"
"Boost","12/4/19","10:45:23","0:05:54"
"Boost","12/4/19","10:43:42","0:01:39"
"Notification posted (Chrome)","12/4/19","10:43:34","0:00:00"
"Chrome","12/4/19","10:43:32","0:00:10"
"Boost","12/4/19","10:39:30","0:04:02"
"Screen on (unlocked)","12/4/19","10:39:29","0:00:01"
"Screen off","12/4/19","10:39:23","0:00:06"
"Boost","12/4/19","10:38:36","0:00:47"
"Screen on (unlocked)","12/4/19","10:38:36","0:00:00"
"Notification posted (Système Android)","12/4/19","10:38:36","0:00:00"
"Screen on (locked)","12/4/19","10:38:31","0:00:05"
"Screen off","12/4/19","10:37:32","0:00:59"
"Notification posted (Messenger)","12/4/19","10:35:23","0:00:00"
"Boost","12/4/19","10:34:18","0:03:14"
"Screen on (unlocked)","12/4/19","10:34:18","0:00:01"
"Screen off","12/4/19","10:33:57","0:00:20"
"Boost","12/4/19","10:33:05","0:00:52"
"Chrome","12/4/19","10:32:50","0:00:15"
"Notification posted (Messenger)","12/4/19","10:29:44","0:00:00"
"Boost","12/4/19","10:28:02","0:04:48"
"Boost","12/4/19","10:27:42","0:00:18"
"Chrome","12/4/19","10:27:03","0:00:39"
"Boost","12/4/19","10:26:55","0:00:08"
