"App name","Count"
"App Usage","1"
"CF.lumen","1"
"YouTube","1"
""
"Date","Count"
"11/21/19","2"
""
"Notification history, November 21, 2019 - November 9, 2019"
"Created by App Usage on Thursday, November 21, 2019, 15:18"
